Month,Quarter,Year,LineOfBusiness,AmountType,Estimate,Actual
2025-12,Q4-2025,2025,SPECIALTY_AVTN,ExpectedProfit,1250000,
2025-12,Q4-2025,2025,SPECIALTY_AVTN,ExternalCost,2500000,2500000
2025-12,Q4-2025,2025,SPECIALTY_AVTN,InternalCost,3000000,
2025-12,Q4-2025,2025,SPECIALTY_AVTN,Premium,25000000,25000000
2025-12,Q4-2025,2025,TECH_RISK,CapitalCost,1760000,
2025-12,Q4-2025,2025,TECH_RISK,Claims,20034844,20034844
2025-12,Q4-2025,2025,TECH_RISK,ExpectedProfit,1600000,
2025-12,Q4-2025,2025,TECH_RISK,ExternalCost,3200000,3200000
2025-12,Q4-2025,2025,TECH_RISK,InternalCost,3840000,
2025-12,Q4-2025,2025,TECH_RISK,Premium,32000000,32000000
2025-12,Q4-2025,2025,TRANSPORT,CapitalCost,1210000,
2025-12,Q4-2025,2025,TRANSPORT,Claims,16622222,16622222
2025-12,Q4-2025,2025,TRANSPORT,ExpectedProfit,1100000,
2025-12,Q4-2025,2025,TRANSPORT,ExternalCost,2200000,2200000
2025-12,Q4-2025,2025,TRANSPORT,InternalCost,2640000,
2025-12,Q4-2025,2025,TRANSPORT,Premium,22000000,22000000
2026-01,Q1-2026,2026,COMM_FIRE,CapitalCost,2475000,
2026-01,Q1-2026,2026,COMM_FIRE,Claims,28420000,27283200
2026-01,Q1-2026,2026,COMM_FIRE,ExpectedProfit,2250000,
2026-01,Q1-2026,2026,COMM_FIRE,ExternalCost,4500000,4320000
2026-01,Q1-2026,2026,COMM_FIRE,InternalCost,5400000,
2026-01,Q1-2026,2026,COMM_FIRE,Premium,45000000,43200000
2026-01,Q1-2026,2026,HOUSEHOLD,CapitalCost,4125000,
2026-01,Q1-2026,2026,HOUSEHOLD,Claims,48866345,46911691
2026-01,Q1-2026,2026,HOUSEHOLD,ExpectedProfit,3750000,
2026-01,Q1-2026,2026,HOUSEHOLD,ExternalCost,7500000,7200000
2026-01,Q1-2026,2026,HOUSEHOLD,InternalCost,9000000,
2026-01,Q1-2026,2026,HOUSEHOLD,Premium,71250000,68400000
2026-01,Q1-2026,2026,LIABILITY,CapitalCost,2090000,
2026-01,Q1-2026,2026,LIABILITY,Claims,23940000,22982400
2026-01,Q1-2026,2026,LIABILITY,ExpectedProfit,1900000,
2026-01,Q1-2026,2026,LIABILITY,ExternalCost,3800000,3648000
2026-01,Q1-2026,2026,LIABILITY,InternalCost,4560000,
2026-01,Q1-2026,2026,LIABILITY,Premium,38000000,36480000
2026-01,Q1-2026,2026,LIFE_HEALTH_EU,CapitalCost,2640000,
2026-01,Q1-2026,2026,LIFE_HEALTH_EU,Claims,27840000,26726400
2026-01,Q1-2026,2026,LIFE_HEALTH_EU,ExpectedProfit,2400000,
2026-01,Q1-2026,2026,LIFE_HEALTH_EU,ExternalCost,4800000,4608000
2026-01,Q1-2026,2026,LIFE_HEALTH_EU,InternalCost,5760000,
2026-01,Q1-2026,2026,LIFE_HEALTH_EU,Premium,48000000,46080000
2026-01,Q1-2026,2026,MOTOR,CapitalCost,3025000,
2026-01,Q1-2026,2026,MOTOR,Claims,36089778,34646187
2026-01,Q1-2026,2026,MOTOR,ExpectedProfit,2750000,
2026-01,Q1-2026,2026,MOTOR,ExternalCost,5500000,5280000
2026-01,Q1-2026,2026,MOTOR,InternalCost,6600000,
2026-01,Q1-2026,2026,MOTOR,Premium,55000000,52800000
2026-01,Q1-2026,2026,SPECIALTY_AVTN,CapitalCost,1375000,
2026-01,Q1-2026,2026,SPECIALTY_AVTN,Claims,15750000,15120000
2026-01,Q1-2026,2026,SPECIALTY_AVTN,ExpectedProfit,1250000,
2026-01,Q1-2026,2026,SPECIALTY_AVTN,ExternalCost,2500000,2400000
2026-01,Q1-2026,2026,SPECIALTY_AVTN,InternalCost,3000000,
2026-01,Q1-2026,2026,SPECIALTY_AVTN,Premium,25000000,24000000
2026-01,Q1-2026,2026,TECH_RISK,CapitalCost,1760000,
2026-01,Q1-2026,2026,TECH_RISK,Claims,18447644,17709738
2026-01,Q1-2026,2026,TECH_RISK,ExpectedProfit,1600000,
2026-01,Q1-2026,2026,TECH_RISK,ExternalCost,3200000,3072000
2026-01,Q1-2026,2026,TECH_RISK,InternalCost,3840000,
2026-01,Q1-2026,2026,TECH_RISK,Premium,32000000,30720000
2026-01,Q1-2026,2026,TRANSPORT,CapitalCost,1210000,
2026-01,Q1-2026,2026,TRANSPORT,Claims,15390222,14774613
2026-01,Q1-2026,2026,TRANSPORT,ExpectedProfit,1100000,
2026-01,Q1-2026,2026,TRANSPORT,ExternalCost,2200000,2112000
2026-01,Q1-2026,2026,TRANSPORT,InternalCost,2640000,
2026-01,Q1-2026,2026,TRANSPORT,Premium,22000000,21120000
2026-02,Q1-2026,2026,COMM_FIRE,CapitalCost,2475000,
2026-02,Q1-2026,2026,COMM_FIRE,Claims,27250000,27795000
2026-02,Q1-2026,2026,COMM_FIRE,ExpectedProfit,2250000,
2026-02,Q1-2026,2026,COMM_FIRE,ExternalCost,4500000,4590000
2026-02,Q1-2026,2026,COMM_FIRE,InternalCost,5400000,
2026-02,Q1-2026,2026,COMM_FIRE,Premium,45000000,45900000
2026-02,Q1-2026,2026,HOUSEHOLD,CapitalCost,4125000,
2026-02,Q1-2026,2026,HOUSEHOLD,Claims,46879829,47817426
2026-02,Q1-2026,2026,HOUSEHOLD,ExpectedProfit,3750000,
2026-02,Q1-2026,2026,HOUSEHOLD,ExternalCost,7500000,7650000
2026-02,Q1-2026,2026,HOUSEHOLD,InternalCost,9000000,
2026-02,Q1-2026,2026,HOUSEHOLD,Premium,69000000,70380000
2026-02,Q1-2026,2026,LIABILITY,CapitalCost,2090000,
2026-02,Q1-2026,2026,LIABILITY,Claims,23940000,24418800
2026-02,Q1-2026,2026,LIABILITY,ExpectedProfit,1900000,
2026-02,Q1-2026,2026,LIABILITY,ExternalCost,3800000,3876000
2026-02,Q1-2026,2026,LIABILITY,InternalCost,4560000,
2026-02,Q1-2026,2026,LIABILITY,Premium,38000000,38760000
2026-02,Q1-2026,2026,LIFE_HEALTH_EU,CapitalCost,2640000,
2026-02,Q1-2026,2026,LIFE_HEALTH_EU,Claims,27840000,28396800
2026-02,Q1-2026,2026,LIFE_HEALTH_EU,ExpectedProfit,2400000,
2026-02,Q1-2026,2026,LIFE_HEALTH_EU,ExternalCost,4800000,4896000
2026-02,Q1-2026,2026,LIFE_HEALTH_EU,InternalCost,5760000,
2026-02,Q1-2026,2026,LIFE_HEALTH_EU,Premium,48000000,48960000
2026-02,Q1-2026,2026,MOTOR,CapitalCost,3025000,
2026-02,Q1-2026,2026,MOTOR,Claims,34593778,35285654
2026-02,Q1-2026,2026,MOTOR,ExpectedProfit,2750000,
2026-02,Q1-2026,2026,MOTOR,ExternalCost,5500000,5610000
2026-02,Q1-2026,2026,MOTOR,InternalCost,6600000,
2026-02,Q1-2026,2026,MOTOR,Premium,55000000,56100000
2026-02,Q1-2026,2026,SPECIALTY_AVTN,CapitalCost,1375000,
2026-02,Q1-2026,2026,SPECIALTY_AVTN,Claims,15750000,16065000
2026-02,Q1-2026,2026,SPECIALTY_AVTN,ExpectedProfit,1250000,
2026-02,Q1-2026,2026,SPECIALTY_AVTN,ExternalCost,2500000,2550000
2026-02,Q1-2026,2026,SPECIALTY_AVTN,InternalCost,3000000,
2026-02,Q1-2026,2026,SPECIALTY_AVTN,Premium,25000000,25500000
2026-02,Q1-2026,2026,TECH_RISK,CapitalCost,1760000,
2026-02,Q1-2026,2026,TECH_RISK,Claims,16860444,17197653
2026-02,Q1-2026,2026,TECH_RISK,ExpectedProfit,1600000,
2026-02,Q1-2026,2026,TECH_RISK,ExternalCost,3200000,3264000
2026-02,Q1-2026,2026,TECH_RISK,InternalCost,3840000,
2026-02,Q1-2026,2026,TECH_RISK,Premium,32000000,32640000
2026-02,Q1-2026,2026,TRANSPORT,CapitalCost,1210000,
2026-02,Q1-2026,2026,TRANSPORT,Claims,14774222,15069706
2026-02,Q1-2026,2026,TRANSPORT,ExpectedProfit,1100000,
2026-02,Q1-2026,2026,TRANSPORT,ExternalCost,2200000,2244000
2026-02,Q1-2026,2026,TRANSPORT,InternalCost,2640000,
2026-02,Q1-2026,2026,TRANSPORT,Premium,22000000,22440000
